order_id,order_date,customer_id,total_amount,status
708,2024-05-15,684,206.34,Pending
709,2024-07-19,564,293.98,Completed
710,2023-11-27,872,120.88,Cancelled
711,2024-04-08,950,365.1,Pending
712,2024-01-11,813,212.67,Pending
713,2024-05-27,125,493.31,Pending
714,2023-10-25,243,405.67,Pending
715,2024-03-18,370,299.31,Completed
716,2024-08-10,479,411.65,Cancelled
717,2024-01-14,133,325.38,Pending
718,2024-04-06,68,189.18,Cancelled
719,2024-03-07,737,265.4,Completed
720,2024-04-18,788,234.25,Cancelled
721,2024-05-21,76,106.4,Completed
722,2023-11-27,658,83.37,Completed
723,2024-06-21,697,282.81,Pending
724,2024-02-13,900,423.07,Cancelled
725,2024-02-22,656,314.5,Pending
726,2023-12-10,444,276.29,Pending
727,2024-08-25,852,105.87,Pending
728,2024-06-16,312,124.1,Completed
729,2023-11-17,958,369.2,Completed
730,2023-11-22,971,473.41,Completed
731,2024-05-20,867,85.49,Pending
732,2023-12-20,651,480.36,Completed
733,2024-01-04,129,331.26,Cancelled
734,2024-09-15,547,92.04,Cancelled
735,2024-10-15,173,316.31,Cancelled
736,2024-04-23,158,127.04,Cancelled
737,2024-06-02,738,455.9,Completed
738,2024-01-21,863,465.77,Pending
739,2023-11-17,846,438.7,Pending
740,2023-12-09,47,476.85,Cancelled
741,2024-03-20,272,343.01,Cancelled
742,2024-06-11,427,328.15,Pending
743,2024-09-05,510,450.05,Cancelled
744,2024-04-16,297,338.86,Completed
745,2024-05-06,495,160.2,Cancelled
746,2024-07-22,416,183.85,Pending
747,2024-09-06,706,76.96,Completed
748,2024-05-23,426,267.91,Pending
749,2024-08-06,349,323.0,Completed
750,2024-01-14,883,373.26,Cancelled
751,2023-11-07,882,205.42,Completed
752,2024-08-09,134,392.3,Cancelled
753,2024-04-24,576,97.78,Pending
754,2024-01-21,478,105.13,Completed
755,2024-03-23,254,113.39,Pending
756,2024-02-13,298,475.42,Cancelled
757,2024-07-29,429,161.72,Pending
758,2024-02-24,834,197.35,Cancelled
759,2024-09-04,739,190.72,Pending
760,2023-12-13,511,498.19,Completed
761,2023-10-30,511,445.58,Completed
762,2024-02-17,24,90.52,Completed
763,2024-07-09,518,255.75,Pending
764,2024-05-22,221,312.5,Pending
765,2024-06-04,52,176.61,Cancelled
766,2024-03-21,904,429.28,Cancelled
767,2024-09-18,482,178.59,Pending
768,2023-10-18,868,98.37,Pending
769,2024-01-28,904,169.01,Completed
770,2024-07-10,783,231.46,Pending
771,2024-01-05,411,73.02,Cancelled
772,2024-08-04,200,213.14,Completed
773,2024-05-21,76,223.86,Completed
774,2024-08-19,783,297.44,Cancelled
775,2024-04-22,697,324.97,Pending
776,2024-05-14,999,93.51,Completed
777,2024-04-27,814,494.05,Cancelled
778,2024-02-14,962,214.52,Pending
779,2024-06-25,204,321.11,Completed
780,2024-01-15,513,68.11,Pending
781,2024-02-17,141,371.12,Completed
782,2024-04-12,532,255.64,Cancelled
783,2024-07-17,915,281.98,Completed
784,2024-04-20,954,325.88,Pending
785,2024-05-02,403,495.78,Cancelled
786,2024-05-18,863,184.66,Completed
787,2024-09-13,520,422.73,Cancelled
788,2024-07-29,502,368.93,Completed
789,2024-07-26,487,417.09,Completed
790,2023-11-16,340,353.21,Completed
791,2024-10-07,598,188.46,Cancelled
792,2023-11-25,894,359.62,Pending
793,2024-03-29,612,263.57,Cancelled
794,2024-07-13,802,487.43,Cancelled
795,2023-11-15,592,152.39,Pending
796,2024-03-09,598,266.2,Cancelled
797,2023-12-04,645,374.53,Completed
798,2024-08-04,152,419.75,Pending
799,2023-10-21,33,307.66,Cancelled
800,2023-12-17,113,135.85,Completed
801,2024-05-04,322,238.45,Completed
802,2024-08-01,708,141.75,Cancelled
803,2023-12-02,794,325.17,Completed
804,2023-12-19,894,431.77,Cancelled
805,2023-12-31,64,367.6,Cancelled
806,2024-04-02,213,302.4,Cancelled
807,2024-09-17,490,286.46,Completed
808,2023-11-29,980,127.93,Cancelled
809,2023-10-31,351,295.82,Cancelled
810,2024-09-23,791,440.44,Cancelled
811,2024-03-28,659,411.64,Completed
812,2024-04-25,625,267.88,Pending
813,2023-12-21,286,301.14,Pending
814,2024-06-15,965,487.81,Completed
815,2024-08-22,790,180.05,Pending
816,2024-05-06,707,367.24,Completed
817,2024-04-22,492,206.96,Cancelled
818,2023-12-09,281,179.51,Cancelled
819,2024-08-01,693,294.44,Completed
820,2024-09-19,839,205.31,Pending
821,2024-05-15,298,68.93,Cancelled
822,2024-03-26,81,205.86,Completed
823,2024-03-19,672,165.4,Completed
824,2023-10-19,220,140.93,Cancelled
825,2024-02-08,278,469.86,Cancelled
826,2023-11-30,279,111.77,Cancelled
827,2024-04-02,759,314.07,Pending
828,2024-02-07,52,351.43,Cancelled
829,2024-07-21,232,337.08,Pending
830,2024-10-08,103,235.99,Cancelled
831,2024-09-21,484,95.25,Pending
832,2024-07-04,6,484.03,Pending
833,2024-01-29,417,343.8,Completed
834,2024-05-05,489,342.74,Completed
835,2024-02-18,329,178.44,Pending
836,2024-06-10,930,395.93,Cancelled
837,2024-09-25,588,154.5,Cancelled
838,2024-03-08,741,432.65,Pending
839,2024-05-21,936,464.66,Completed
840,2024-06-24,904,426.92,Pending
841,2023-12-19,857,228.65,Completed
842,2023-12-09,191,471.47,Completed
843,2024-02-05,898,66.86,Completed
844,2024-05-06,582,321.25,Completed
845,2024-07-08,292,254.46,Cancelled
846,2024-01-03,557,285.94,Pending
847,2024-08-22,872,276.9,Completed
848,2024-06-10,198,413.97,Completed
849,2024-07-19,167,379.0,Cancelled
850,2024-03-08,264,373.37,Pending
851,2024-05-04,755,201.7,Completed
852,2024-06-06,582,353.48,Pending
853,2024-01-21,180,324.93,Cancelled
854,2024-04-16,919,232.47,Completed
855,2024-04-12,528,197.57,Completed
856,2024-01-05,686,92.92,Pending
857,2024-10-13,489,195.62,Pending
858,2024-02-21,7,167.35,Pending
859,2024-10-10,458,389.19,Completed
860,2024-08-01,310,312.11,Cancelled
861,2024-07-21,12,167.7,Completed
862,2024-09-11,710,156.34,Cancelled
863,2024-10-10,122,259.43,Pending
864,2023-12-07,416,358.73,Cancelled
865,2023-12-18,789,189.94,Pending
866,2024-05-06,655,462.26,Completed
867,2024-07-19,377,326.58,Pending
868,2024-09-02,981,110.11,Pending
869,2024-04-17,466,386.48,Cancelled
870,2023-10-19,383,237.13,Cancelled
871,2024-02-16,935,261.87,Cancelled
872,2024-03-25,822,348.84,Pending
873,2023-12-24,781,161.36,Cancelled
874,2023-12-13,895,404.32,Cancelled
875,2024-04-15,458,287.68,Completed
876,2023-11-11,80,462.76,Pending
877,2023-10-18,64,422.95,Cancelled
878,2024-02-14,208,307.72,Pending
879,2024-07-14,169,197.65,Cancelled
880,2023-12-27,453,102.31,Pending
881,2024-01-01,735,312.42,Pending
882,2024-07-11,921,279.67,Pending
883,2023-11-21,465,109.37,Completed
884,2024-05-11,468,303.76,Cancelled
885,2024-04-11,474,352.75,Completed
886,2024-02-21,741,59.8,Completed
887,2023-11-21,837,51.36,Pending
888,2023-11-08,593,82.86,Completed
889,2024-06-14,353,365.17,Cancelled
890,2024-04-15,62,470.56,Pending
891,2024-06-02,957,262.43,Completed
892,2023-12-15,419,130.99,Pending
893,2023-11-10,785,338.69,Cancelled
894,2024-02-29,662,483.7,Completed
895,2024-06-19,913,222.12,Completed
896,2024-05-20,385,86.11,Cancelled
897,2024-09-23,896,292.69,Cancelled
898,2024-01-11,881,206.5,Pending
899,2024-02-26,551,226.88,Pending
900,2024-06-16,746,490.43,Pending
901,2023-10-21,775,60.23,Completed
902,2024-10-10,475,353.07,Cancelled
903,2023-12-29,435,289.37,Pending
904,2024-01-30,254,257.28,Pending
905,2024-02-03,283,134.82,Cancelled
906,2024-08-29,784,100.78,Cancelled
907,2024-10-03,430,326.72,Pending
908,2024-09-17,247,142.74,Pending
909,2024-03-29,609,65.11,Cancelled
910,2024-05-29,689,366.48,Pending
911,2024-07-25,251,383.24,Completed
912,2024-02-11,450,155.45,Pending
913,2024-03-06,773,438.68,Pending
914,2024-06-14,144,276.75,Completed
915,2024-08-08,240,417.1,Cancelled
916,2024-03-20,590,193.51,Cancelled
917,2024-10-12,792,352.64,Completed
918,2024-01-22,243,185.79,Pending
919,2024-05-20,677,284.56,Completed
920,2024-05-13,308,173.82,Cancelled
921,2024-06-21,972,316.25,Cancelled
922,2024-06-28,934,128.81,Cancelled
923,2024-01-02,438,300.13,Pending
924,2023-11-15,996,204.99,Cancelled
925,2024-06-02,688,221.52,Cancelled
926,2023-12-14,327,363.34,Completed
927,2023-11-24,153,184.95,Pending
928,2024-07-25,773,292.07,Pending
929,2024-01-08,870,151.41,Cancelled
930,2024-02-01,148,412.6,Pending
931,2023-12-24,576,235.7,Completed
932,2024-01-26,571,288.5,Completed
933,2024-05-21,249,164.75,Completed
934,2023-11-24,663,85.58,Completed
935,2023-12-04,868,216.98,Cancelled
936,2024-08-20,742,423.23,Pending
937,2024-05-05,275,219.73,Cancelled
938,2024-05-31,618,67.8,Pending
939,2024-06-22,193,412.09,Cancelled
940,2024-08-08,742,352.15,Pending
941,2024-03-12,491,144.0,Completed
942,2024-02-21,311,480.66,Pending
943,2024-05-26,217,471.72,Cancelled
944,2024-08-10,121,386.1,Completed
945,2024-09-11,937,159.17,Cancelled
946,2024-06-01,721,142.03,Pending
947,2024-06-06,566,194.73,Completed
948,2024-01-31,390,259.81,Cancelled
949,2024-08-24,368,188.79,Completed
950,2024-07-28,526,447.27,Completed
951,2024-09-18,101,411.27,Cancelled
952,2024-06-11,481,392.73,Completed
953,2024-07-01,937,141.41,Completed
954,2024-10-03,424,70.57,Pending
955,2024-04-16,760,115.67,Completed
956,2024-01-05,567,470.64,Cancelled
957,2023-12-20,738,237.91,Pending
958,2023-10-17,201,198.44,Completed
959,2024-08-15,584,425.01,Completed
960,2024-01-14,564,344.57,Cancelled
961,2024-01-08,346,165.8,Completed
962,2023-11-20,990,375.6,Cancelled
963,2024-10-11,503,257.37,Cancelled
964,2024-08-22,815,208.48,Pending
965,2024-06-10,738,295.95,Pending
966,2023-12-11,939,450.21,Cancelled
967,2023-12-10,981,76.43,Pending
968,2023-12-19,860,431.01,Cancelled
969,2024-04-17,50,393.95,Completed
970,2024-09-19,141,429.15,Pending
971,2023-10-16,70,368.23,Pending
972,2024-02-18,224,277.58,Completed
973,2023-11-15,62,328.03,Cancelled
974,2024-09-27,957,327.43,Completed
975,2023-11-05,676,269.53,Pending
976,2023-12-08,545,298.24,Pending
977,2024-05-01,18,288.24,Completed
978,2024-08-24,549,489.87,Pending
979,2024-04-03,515,415.92,Cancelled
980,2024-03-29,441,412.78,Pending
981,2024-06-30,110,463.12,Cancelled
982,2024-04-16,153,158.44,Cancelled
983,2024-02-20,540,163.59,Completed
984,2024-02-10,274,407.72,Pending
985,2024-04-27,383,481.68,Completed
986,2024-08-06,579,159.44,Cancelled
987,2023-11-30,232,184.99,Pending
988,2024-01-17,670,496.25,Cancelled
989,2024-05-20,778,64.26,Completed
990,2024-03-16,389,219.73,Completed
991,2024-03-10,58,336.54,Cancelled
992,2024-08-11,176,87.21,Completed
993,2024-03-13,661,402.97,Cancelled
994,2024-07-16,879,488.23,Cancelled
995,2024-04-17,942,69.15,Pending
996,2024-03-01,923,440.65,Cancelled
997,2024-02-14,487,171.99,Pending
998,2024-09-05,701,466.51,Cancelled
999,2024-05-05,578,346.15,Pending
1000,2024-02-16,952,432.69,Pending
1001,2024-05-09,985,143.22,Pending
1002,2023-11-15,771,419.31,Completed
1003,2024-09-23,952,84.62,Pending
1004,2024-06-07,578,158.21,Completed
1005,2024-09-07,694,453.44,Completed
1006,2024-01-07,394,390.02,Pending
1007,2023-12-19,810,494.82,Cancelled
1008,2024-06-18,81,275.36,Completed
1009,2024-09-03,55,93.96,Pending
1010,2024-01-31,859,84.21,Cancelled
1011,2024-07-18,788,326.24,Cancelled
1012,2023-12-10,407,486.01,Completed
1013,2024-09-06,31,335.36,Completed
1014,2024-04-02,503,152.66,Cancelled
1015,2024-05-20,964,218.94,Pending
1016,2024-04-04,697,313.64,Completed
1017,2024-04-23,88,397.48,Completed
1018,2024-07-11,818,160.9,Pending
1019,2024-08-17,85,170.59,Completed
1020,2024-01-21,729,402.75,Pending
1021,2024-07-08,758,225.33,Completed
1022,2023-12-01,110,91.18,Completed
1023,2024-05-19,456,211.96,Completed
1024,2024-09-29,105,109.63,Pending
1025,2024-04-02,442,251.98,Cancelled
1026,2024-06-25,525,233.62,Pending
1027,2024-02-28,92,209.26,Pending
1028,2023-12-24,612,319.12,Completed
1029,2023-10-25,885,223.36,Completed
1030,2024-09-16,424,224.51,Pending
1031,2024-03-06,743,455.51,Pending
1032,2024-09-12,586,284.5,Cancelled
1033,2024-04-14,390,126.28,Completed
1034,2024-08-10,309,170.78,Pending
1035,2024-07-02,65,125.24,Completed
1036,2024-02-27,432,184.89,Pending
1037,2024-07-24,370,163.26,Pending
1038,2024-03-28,739,331.27,Cancelled
1039,2024-01-07,632,138.0,Pending
1040,2024-06-11,139,187.1,Completed
1041,2024-05-20,341,428.73,Completed
1042,2024-09-20,824,437.99,Completed
1043,2024-10-07,343,243.78,Cancelled
1044,2024-10-14,998,317.48,Completed
1045,2023-12-29,329,321.45,Cancelled
1046,2024-03-12,206,265.55,Pending
1047,2024-03-09,988,229.21,Completed
1048,2023-12-24,299,380.69,Cancelled
1049,2024-10-12,503,485.49,Pending
1050,2024-08-01,334,219.22,Completed
1051,2023-10-20,374,101.25,Cancelled
1052,2023-12-31,205,316.5,Cancelled
1053,2024-04-04,185,356.77,Cancelled
1054,2024-03-04,28,478.85,Completed
1055,2024-05-07,966,368.77,Completed
1056,2023-12-30,817,181.1,Cancelled
1057,2023-10-18,71,418.53,Completed
1058,2024-05-30,690,274.69,Cancelled
1059,2024-02-13,311,158.91,Cancelled
1060,2024-02-20,158,371.86,Completed
1061,2023-11-21,76,252.08,Cancelled
1062,2024-10-03,491,312.01,Cancelled
1063,2024-03-07,519,465.57,Cancelled
1064,2024-10-05,429,294.64,Completed
1065,2024-01-22,719,452.98,Cancelled
1066,2024-04-28,609,337.18,Pending
1067,2024-10-07,112,396.03,Cancelled
1068,2023-10-21,681,209.75,Cancelled
1069,2024-06-07,628,69.93,Cancelled
1070,2024-01-30,694,341.03,Completed
1071,2023-10-29,989,408.3,Pending
1072,2024-06-23,11,94.37,Pending
1073,2024-01-30,523,386.08,Cancelled
1074,2024-06-21,595,359.45,Pending
1075,2024-04-18,457,218.35,Completed
1076,2024-03-18,791,355.8,Cancelled
1077,2023-11-02,513,117.84,Pending
1078,2024-07-12,495,97.05,Completed
1079,2024-07-15,943,482.78,Pending
1080,2024-01-22,852,473.3,Pending
1081,2024-01-30,357,190.35,Completed
1082,2024-06-14,804,143.09,Completed
1083,2023-11-07,357,264.27,Completed
1084,2024-05-25,740,363.54,Completed
1085,2024-08-30,69,185.12,Cancelled
1086,2023-10-27,118,60.16,Completed
1087,2024-09-15,664,99.21,Pending
1088,2024-07-20,953,492.76,Pending
1089,2024-10-10,529,128.5,Pending
1090,2024-04-15,339,301.93,Completed
1091,2024-06-07,238,408.99,Cancelled
1092,2024-06-17,189,133.87,Cancelled
1093,2024-04-09,443,228.01,Cancelled
1094,2024-04-23,629,447.39,Completed
1095,2023-12-22,607,243.3,Pending
1096,2024-04-16,722,146.66,Completed
1097,2024-08-02,771,366.69,Pending
1098,2024-09-19,592,95.79,Cancelled
1099,2024-06-23,192,214.61,Pending
1100,2024-08-02,469,101.28,Cancelled
1101,2024-05-14,884,270.27,Cancelled
1102,2024-08-24,321,318.64,Cancelled
1103,2023-11-25,402,314.15,Completed
1104,2023-10-30,361,430.48,Cancelled
1105,2024-03-07,177,416.18,Cancelled
1106,2023-10-27,820,183.85,Cancelled
1107,2024-06-10,605,88.14,Pending
1108,2024-09-27,321,103.04,Completed
1109,2024-07-19,120,132.37,Cancelled
1110,2023-12-14,145,279.87,Completed
1111,2024-07-16,611,112.04,Completed
1112,2024-07-27,434,133.59,Cancelled
1113,2023-12-23,551,362.04,Cancelled
1114,2024-09-18,954,499.95,Cancelled
1115,2024-09-10,171,270.34,Pending
1116,2023-12-06,192,191.56,Completed
1117,2023-11-17,635,74.13,Completed
1118,2024-03-26,975,54.31,Pending
1119,2024-09-03,200,416.85,Cancelled
1120,2024-09-08,518,343.88,Completed
1121,2023-12-01,702,271.28,Cancelled
1122,2023-11-06,861,249.73,Pending
1123,2024-04-05,85,304.43,Pending
1124,2024-06-19,300,64.71,Pending
1125,2024-07-17,551,179.9,Completed
1126,2023-11-09,580,384.13,Completed
1127,2024-02-15,563,279.86,Cancelled
1128,2023-11-22,117,170.55,Cancelled
1129,2024-09-13,844,495.9,Cancelled
1130,2024-05-14,843,390.55,Cancelled
1131,2024-01-31,452,295.86,Completed
1132,2024-09-11,105,381.19,Cancelled
1133,2023-12-30,770,161.39,Pending
1134,2024-06-26,461,168.27,Pending
1135,2024-06-10,450,439.38,Pending
1136,2024-07-28,795,415.35,Pending
1137,2023-10-22,831,381.93,Cancelled
1138,2024-02-22,360,437.47,Cancelled
1139,2024-09-05,648,242.68,Cancelled
1140,2024-07-02,143,403.18,Pending
1141,2024-09-09,825,76.71,Completed
1142,2024-09-29,546,176.49,Cancelled
1143,2024-02-15,173,195.64,Cancelled
1144,2024-09-28,300,180.2,Completed
1145,2024-07-17,976,436.11,Cancelled
1146,2023-12-20,835,92.85,Completed
1147,2024-10-01,941,76.68,Completed
1148,2024-05-30,888,345.15,Cancelled
1149,2024-07-22,887,109.71,Pending
1150,2024-03-06,729,194.94,Pending
1151,2024-05-03,780,429.6,Completed
1152,2023-10-21,502,113.98,Cancelled
1153,2024-10-15,276,332.52,Completed
1154,2024-06-30,463,83.98,Pending
1155,2024-03-20,413,282.03,Completed
1156,2024-03-25,712,471.35,Completed
1157,2024-09-05,466,477.61,Completed
1158,2024-07-01,596,51.11,Cancelled
1159,2024-07-02,96,378.92,Completed
1160,2023-11-08,651,348.86,Completed
1161,2023-11-10,871,78.5,Cancelled
1162,2023-12-29,408,148.02,Completed
1163,2024-08-31,845,145.33,Completed
1164,2024-08-06,331,422.75,Completed
1165,2024-04-27,561,310.07,Cancelled
1166,2023-12-12,873,268.4,Completed
1167,2024-07-25,916,357.15,Pending
1168,2024-01-27,48,94.81,Completed
1169,2023-11-17,17,105.91,Pending
1170,2023-12-22,452,255.43,Completed
1171,2024-04-05,208,498.06,Pending
1172,2023-11-02,904,342.5,Pending
1173,2024-01-31,896,469.73,Completed
1174,2024-06-08,96,344.56,Completed
1175,2024-01-01,85,217.33,Cancelled
1176,2024-07-09,170,73.3,Cancelled
1177,2024-04-29,313,376.69,Pending
1178,2024-03-22,440,344.97,Cancelled
1179,2023-12-22,98,50.49,Completed
1180,2024-06-18,80,109.71,Pending
1181,2024-08-01,532,355.99,Pending
1182,2024-09-07,9,363.02,Pending
1183,2024-09-05,881,240.04,Pending
1184,2024-10-15,490,81.87,Completed
1185,2023-10-17,92,378.84,Pending
1186,2024-02-13,106,191.01,Completed
1187,2024-01-30,141,222.22,Pending
1188,2024-05-20,657,496.82,Pending
1189,2024-02-29,71,288.73,Pending
1190,2023-11-30,625,342.51,Completed
1191,2024-02-25,360,375.09,Cancelled
1192,2024-04-14,767,118.12,Completed
1193,2024-05-23,631,358.95,Pending
1194,2024-09-04,89,453.47,Pending
1195,2024-07-12,771,105.42,Cancelled
1196,2023-11-18,394,208.19,Completed
1197,2024-05-22,323,405.98,Pending
1198,2024-10-11,284,340.08,Pending
1199,2024-04-12,567,320.45,Cancelled
1200,2023-11-19,623,178.21,Cancelled
1201,2023-11-30,28,431.55,Cancelled
1202,2024-10-06,897,185.74,Cancelled
1203,2023-11-20,622,279.29,Cancelled
1204,2023-12-25,402,182.99,Pending
1205,2024-07-25,803,454.06,Pending
1206,2023-11-18,507,223.65,Pending
1207,2023-12-27,512,337.14,Pending
1208,2024-02-16,541,449.93,Pending
1209,2024-06-01,370,470.27,Pending
1210,2024-06-15,397,437.37,Cancelled
1211,2023-10-23,431,214.44,Cancelled
1212,2024-08-08,177,393.23,Pending
1213,2023-12-20,18,314.31,Pending
1214,2024-08-17,269,147.08,Pending
1215,2023-10-20,972,405.18,Cancelled
1216,2024-01-08,294,332.86,Cancelled
1217,2024-06-19,786,236.94,Cancelled
1218,2024-03-09,412,87.09,Cancelled
1219,2024-04-11,551,327.22,Completed
1220,2023-11-16,86,189.46,Cancelled
1221,2024-09-20,944,141.44,Pending
1222,2024-07-23,550,197.04,Cancelled
1223,2024-01-19,650,393.45,Cancelled
1224,2024-02-12,698,339.42,Completed
1225,2024-09-05,716,246.87,Pending
1226,2024-07-06,60,160.02,Completed
1227,2024-06-21,119,254.02,Cancelled
1228,2024-09-30,57,189.18,Cancelled
1229,2024-09-15,674,383.3,Pending
1230,2023-12-29,13,368.56,Cancelled
1231,2024-08-01,12,123.72,Completed
1232,2024-08-04,536,282.75,Cancelled
1233,2024-07-28,266,125.13,Pending
1234,2023-12-06,768,401.51,Completed
1235,2024-02-13,751,448.89,Pending
1236,2023-11-05,344,413.2,Completed
1237,2024-03-11,537,78.74,Cancelled
1238,2024-07-16,999,309.49,Pending
1239,2024-02-04,509,254.84,Completed
1240,2023-12-24,57,274.82,Cancelled
1241,2024-02-01,171,215.46,Completed
1242,2023-12-09,792,96.31,Cancelled
1243,2024-05-22,691,375.25,Pending
1244,2024-02-15,759,278.97,Pending
1245,2024-03-24,880,438.32,Pending
1246,2024-01-11,48,262.29,Completed
1247,2024-09-04,943,117.54,Pending
1248,2023-12-28,567,411.4,Cancelled
1249,2024-01-29,759,345.07,Pending
1250,2024-09-23,330,161.72,Cancelled
1251,2024-01-01,328,172.07,Pending
1252,2023-12-23,586,217.76,Cancelled
1253,2024-02-07,690,455.87,Pending
1254,2024-01-24,229,411.95,Pending
1255,2024-07-12,977,230.42,Completed
1256,2024-04-03,887,177.04,Completed
1257,2024-01-26,336,88.87,Completed
1258,2023-11-20,9,216.01,Completed
1259,2024-04-23,578,403.03,Cancelled
1260,2024-03-01,638,159.16,Completed
1261,2024-05-27,606,487.34,Pending
1262,2024-03-05,751,455.2,Pending
1263,2024-02-28,155,52.87,Completed
1264,2024-08-10,25,154.85,Completed
1265,2024-06-21,652,427.81,Pending
1266,2024-05-06,974,200.76,Cancelled
1267,2024-04-07,386,432.05,Cancelled
1268,2024-09-02,315,96.78,Cancelled
1269,2024-06-17,244,238.92,Pending
1270,2024-07-08,996,498.63,Cancelled
1271,2024-09-03,287,91.86,Pending
1272,2023-12-21,919,430.48,Completed
1273,2023-10-30,718,453.01,Completed
1274,2024-09-04,998,386.55,Cancelled
1275,2024-05-30,98,277.44,Cancelled
1276,2024-03-13,840,227.46,Cancelled
1277,2023-12-15,582,78.03,Cancelled
1278,2024-05-11,988,108.82,Completed
1279,2024-05-23,268,432.91,Completed
1280,2024-01-05,718,424.35,Completed
1281,2024-07-14,326,253.74,Pending
1282,2024-04-01,77,474.6,Pending
1283,2024-02-27,799,396.57,Pending
1284,2024-06-22,160,97.55,Completed
1285,2024-08-25,478,191.31,Pending
1286,2024-07-06,549,211.23,Pending
1287,2024-08-20,463,188.74,Completed
1288,2024-02-05,873,103.96,Pending
1289,2024-01-04,827,358.72,Cancelled
1290,2024-02-25,714,321.49,Pending
1291,2024-07-13,856,435.46,Pending
1292,2024-04-28,94,370.02,Completed
1293,2024-05-17,406,281.06,Cancelled
1294,2024-09-02,307,167.08,Pending
1295,2024-07-30,32,478.44,Completed
1296,2024-08-19,570,386.64,Pending
1297,2024-01-28,97,257.92,Pending
1298,2023-11-20,125,55.38,Pending
1299,2024-05-02,134,139.16,Completed
1300,2024-08-11,382,358.83,Cancelled
1301,2024-01-05,87,312.05,Completed
1302,2024-01-24,940,415.74,Pending
1303,2024-01-08,67,138.99,Cancelled
1304,2024-04-14,455,414.18,Pending
1305,2024-01-25,927,431.27,Completed
1306,2023-10-28,126,69.21,Completed
1307,2024-10-08,52,125.6,Cancelled
1308,2023-11-29,444,419.76,Completed
1309,2024-05-03,509,63.27,Cancelled
1310,2024-06-27,437,127.76,Pending
1311,2024-06-17,931,134.22,Completed
1312,2023-12-27,457,447.54,Pending
1313,2024-04-17,629,328.63,Pending
1314,2023-12-09,663,182.8,Completed
1315,2024-04-14,904,297.81,Pending
1316,2024-05-30,90,175.9,Pending
1317,2024-02-18,430,139.76,Cancelled
1318,2024-03-08,256,333.84,Cancelled
1319,2024-05-21,814,58.79,Completed
1320,2024-03-10,801,371.02,Completed
1321,2024-06-27,558,401.65,Completed
1322,2024-05-31,935,304.54,Completed
1323,2024-09-30,398,171.7,Pending
1324,2023-10-29,327,318.7,Pending
1325,2024-02-18,918,414.81,Completed
1326,2024-07-14,60,413.89,Completed
1327,2023-11-25,543,210.84,Cancelled
1328,2024-06-16,239,488.29,Pending
1329,2024-03-03,254,345.59,Completed
1330,2024-09-17,547,417.33,Cancelled
1331,2024-09-29,58,393.82,Pending
1332,2023-10-19,590,430.93,Completed
1333,2023-12-16,364,470.84,Pending
1334,2024-03-27,181,156.45,Completed
1335,2024-04-17,826,382.15,Completed
1336,2024-02-22,936,316.2,Cancelled
1337,2024-02-23,718,208.26,Cancelled
1338,2024-06-23,578,113.95,Pending
1339,2024-09-30,857,494.6,Completed
1340,2023-11-23,556,189.07,Completed
1341,2023-12-27,39,90.62,Pending
1342,2024-10-04,617,148.46,Cancelled
1343,2024-03-03,490,50.31,Cancelled
1344,2024-02-11,207,412.9,Completed
1345,2023-12-18,735,129.86,Completed
1346,2024-04-14,61,59.86,Cancelled
1347,2024-05-15,722,462.75,Pending
1348,2023-12-27,867,286.83,Completed
1349,2024-08-03,984,82.64,Cancelled
1350,2023-10-24,965,347.96,Cancelled
1351,2024-04-03,104,201.45,Completed
1352,2024-08-25,140,489.14,Cancelled
1353,2024-06-11,972,246.59,Cancelled
1354,2024-04-10,984,269.24,Completed
1355,2024-06-02,179,368.23,Cancelled
1356,2024-05-26,711,450.32,Cancelled
1357,2024-07-11,806,210.57,Cancelled
1358,2024-04-01,604,416.5,Completed
1359,2024-07-25,315,380.3,Completed
1360,2024-03-19,131,129.97,Pending
1361,2024-04-16,972,365.9,Cancelled
1362,2024-09-03,401,432.84,Cancelled
1363,2024-01-18,34,131.94,Completed
1364,2024-01-22,944,413.96,Cancelled
1365,2024-07-22,227,337.84,Pending
1366,2024-03-08,960,273.28,Completed
1367,2024-06-05,764,85.01,Completed
1368,2024-02-24,328,125.55,Pending
1369,2024-04-20,842,369.03,Cancelled
1370,2024-07-05,747,448.99,Completed
1371,2024-03-19,12,169.35,Pending
1372,2024-02-09,710,80.51,Completed
1373,2023-10-31,806,98.62,Pending
1374,2024-10-10,50,223.67,Cancelled
1375,2024-09-20,430,486.1,Completed
1376,2024-01-14,505,446.8,Completed
1377,2024-08-07,560,218.91,Completed
1378,2024-10-13,808,438.82,Cancelled
1379,2024-09-29,777,359.22,Pending
1380,2024-10-09,463,83.17,Pending
1381,2024-04-29,302,59.04,Completed
1382,2023-11-26,975,97.13,Completed
1383,2024-03-27,175,449.57,Pending
1384,2024-03-29,750,83.75,Pending
1385,2024-08-11,347,317.31,Cancelled
1386,2024-01-28,915,267.23,Pending
1387,2024-05-27,442,474.1,Pending
1388,2024-03-19,622,450.39,Pending
1389,2024-06-02,55,95.57,Pending
1390,2023-10-27,998,135.49,Cancelled
1391,2023-12-18,568,374.92,Cancelled
1392,2024-05-01,554,169.37,Completed
1393,2023-12-19,305,156.9,Pending
1394,2024-10-08,403,307.3,Completed
1395,2024-02-09,158,74.53,Pending
1396,2024-09-24,438,89.43,Cancelled
1397,2024-06-03,641,320.1,Pending
